,incident_type,finding,action_taken
7211,Citizen complaint,Sustained,No action
7212,Citizen complaint,Sustained,Oral Reprimand
7213,Citizen complaint,Not Sustained,No action
7214,Citizen complaint,Exonerated,No action
7215,Citizen complaint,Exonerated,No action
7216,Citizen complaint,Exonerated,No action
7217,Citizen complaint,Exonerated,No action
7218,Citizen complaint,Not Sustained,No action
7219,Citizen complaint,Not Sustained,No action
7278,Citizen complaint,Exonerated,No action
7279,Citizen complaint,Exonerated,No action
7280,Citizen complaint,Unfounded,No action
7281,Citizen complaint,Exonerated,No action
7282,Citizen complaint,Exonerated,No action
7283,Citizen complaint,Exonerated,No action
7284,Citizen complaint,Exonerated,No action
7285,Citizen complaint,Not Sustained,No action
7286,Citizen complaint,Not Sustained,No action
7287,Citizen complaint,Unfounded,No action
7288,Citizen complaint,Not Sustained,No action
7289,Citizen complaint,Unfounded,No action
7292,Citizen complaint,Exonerated,No action
7293,Citizen complaint,Sustained,No action
7296,Citizen complaint,Not Sustained,No action
7297,Citizen complaint,Exonerated,No action
7298,Citizen complaint,Unfounded,No action
7299,Citizen complaint,Unfounded,No action
7300,Citizen complaint,Unfounded,No action
7301,Citizen complaint,Unfounded,No action
7302,Citizen complaint,Unfounded,No action
7303,Citizen complaint,Unfounded,No action
7304,Citizen complaint,Unfounded,No action
7305,Citizen complaint,Unfounded,No action
7306,Citizen complaint,Unfounded,No action
7307,Citizen complaint,Unfounded,No action
7308,Citizen complaint,Unfounded,No action
7309,Citizen complaint,Not Sustained,No action
7310,Citizen complaint,Unfounded,No action
7311,Citizen complaint,Not Sustained,No action
7312,Citizen complaint,Unfounded,No action
7313,Citizen complaint,Not Sustained,No action
7314,Citizen complaint,Not Sustained,No action
7317,Citizen complaint,Unfounded,Oral Reprimand
7318,Citizen complaint,Sustained,No action
7319,Citizen complaint,Sustained,No action
7320,Citizen complaint,Sustained,Oral Reprimand
7321,Citizen complaint,Sustained,Suspension
7322,Citizen complaint,Not Sustained,No action
7323,Citizen complaint,Not Sustained,No action
7324,Citizen complaint,Not Sustained,No action
7325,Citizen complaint,Not Sustained,No action
7326,Citizen complaint,Unfounded,No action
7327,Citizen complaint,Unfounded,No action
7328,Citizen complaint,Exonerated,No action
7329,Citizen complaint,Exonerated,No action
7330,Citizen complaint,Unfounded,No action
7331,Citizen complaint,Unfounded,No action
7332,Citizen complaint,Unfounded,No action
7333,Citizen complaint,Unfounded,No action
7334,Citizen complaint,Exonerated,No action
7335,Citizen complaint,Exonerated,No action
7336,Citizen complaint,Exonerated,No action
7337,Citizen complaint,Exonerated,No action
7338,Citizen complaint,Exonerated,No action
7339,Citizen complaint,Exonerated,No action
7340,Citizen complaint,Exonerated,No action
7341,Citizen complaint,Exonerated,No action
7342,Citizen complaint,Exonerated,No action
7343,Citizen complaint,Not Sustained,No action
7344,Citizen complaint,Not Sustained,No action
7345,Citizen complaint,Not Sustained,No action
7346,Citizen complaint,Unfounded,No action
7347,Citizen complaint,Not Sustained,No action
7348,Citizen complaint,Not Sustained,No action
7349,Citizen complaint,Sustained,No action
7350,Citizen complaint,Unfounded,No action
7351,Citizen complaint,Sustained,No action
7352,Citizen complaint,Not Sustained,No action
7353,Citizen complaint,Exonerated,No action
7354,Citizen complaint,Exonerated,No action
7355,Citizen complaint,Exonerated,No action
7356,Citizen complaint,Sustained,No action
7357,Citizen complaint,Exonerated,No action
7358,Citizen complaint,Exonerated,No action
7359,Citizen complaint,Not Sustained,No action
7360,Citizen complaint,Exonerated,No action
7361,Citizen complaint,Exonerated,No action
7362,Citizen complaint,Unfounded,Suspension
7363,Citizen complaint,Not Sustained,No action
7364,Citizen complaint,Sustained,No action
7365,Citizen complaint,Sustained,No action
7366,Citizen complaint,Not Sustained,No action
7367,Citizen complaint,Sustained,No action
7368,Citizen complaint,Not Sustained,No action
7369,Citizen complaint,Not Sustained,No action
7370,Citizen complaint,Unfounded,No action
7371,Citizen complaint,Exonerated,No action
7376,Citizen complaint,Not Sustained,No action
7377,Citizen complaint,Exonerated,No action
7378,Citizen complaint,Not Sustained,No action
7379,Citizen complaint,Sustained,Oral Reprimand
7380,Citizen complaint,Not Sustained,No action
7381,Citizen complaint,Sustained,Oral Reprimand
7382,Citizen complaint,Not Sustained,No action
7383,Citizen complaint,Not Sustained,No action
7388,Citizen complaint,Exonerated,No action
7389,Citizen complaint,Not Sustained,No action
7395,Citizen complaint,Not Sustained,No action
7396,Citizen complaint,Not Sustained,No action
7397,Citizen complaint,Exonerated,No action
7398,Citizen complaint,Exonerated,No action
7399,Citizen complaint,Unfounded,No action
7400,Citizen complaint,Unfounded,No action
7401,Citizen complaint,Unfounded,No action
7402,Citizen complaint,Withdrawn,No action
7403,Citizen complaint,Exonerated,No action
7404,Citizen complaint,Not Sustained,No action
7405,Citizen complaint,Exonerated,No action
7406,Citizen complaint,Unfounded,No action
7407,Citizen complaint,Not Sustained,No action
7408,Citizen complaint,Exonerated,No action
7409,Citizen complaint,Unfounded,No action
7410,Citizen complaint,Not Sustained,No action
7411,Citizen complaint,Not Sustained,No action
7412,Citizen complaint,Not Sustained,No action
7413,Citizen complaint,Not Sustained,No action
7414,Citizen complaint,Not Sustained,No action
7415,Citizen complaint,Not Sustained,No action
7416,Citizen complaint,Not Sustained,No action
7417,Citizen complaint,Not Sustained,No action
7418,Citizen complaint,Exonerated,No action
7419,Citizen complaint,Not Sustained,No action
7420,Citizen complaint,Not Sustained,No action
7421,Citizen complaint,Not Sustained,No action
7422,Citizen complaint,Not Sustained,No action
7423,Citizen complaint,Not Sustained,No action
7424,Citizen complaint,Exonerated,No action
7425,Citizen complaint,Not Sustained,No action
7426,Citizen complaint,Exonerated,No action
7427,Citizen complaint,Not Sustained,No action
7428,Citizen complaint,Not Sustained,No action
7429,Citizen complaint,Not Sustained,No action
7430,Citizen complaint,Not Sustained,No action
7431,Citizen complaint,Sustained,No action
7432,Citizen complaint,Not Sustained,No action
7433,Citizen complaint,Unfounded,No action
7434,Citizen complaint,Not Sustained,No action
7435,Citizen complaint,Not Sustained,No action
7436,Citizen complaint,Unfounded,No action
7437,Citizen complaint,Exonerated,No action
7438,Citizen complaint,Exonerated,No action
7439,Citizen complaint,Exonerated,No action
7440,Citizen complaint,Exonerated,No action
7441,Citizen complaint,Not Sustained,Counseling
7442,Citizen complaint,Not Sustained,No action
7443,Citizen complaint,Not Sustained,No action
7444,Citizen complaint,Not Sustained,No action
7445,Citizen complaint,Not Sustained,No action
7446,Citizen complaint,Not Sustained,No action
7447,Citizen complaint,Unfounded,No action
7448,Citizen complaint,Exonerated,No action
7449,Citizen complaint,Not Sustained,No action
7450,Citizen complaint,Exonerated,No action
7451,Citizen complaint,Exonerated,No action
7452,Citizen complaint,Not Sustained,No action
7453,Citizen complaint,Not Sustained,No action
7454,Citizen complaint,Not Sustained,No action
7455,Citizen complaint,Not Sustained,No action
7456,Citizen complaint,Exonerated,No action
7457,Citizen complaint,Exonerated,No action
7458,Citizen complaint,Unfounded,No action
7466,Citizen complaint,Exonerated,No action
7467,Citizen complaint,Exonerated,No action
7468,Citizen complaint,Not Sustained,No action
7469,Citizen complaint,Not Sustained,No action
7470,Citizen complaint,Sustained,No action
7471,Citizen complaint,Not Sustained,No action
7473,Citizen complaint,Unfounded,No action
7474,Citizen complaint,Not Sustained,No action
7475,Citizen complaint,Not Sustained,No action
7476,Citizen complaint,Unfounded,No action
7477,Citizen complaint,Unfounded,No action
7478,Citizen complaint,Unfounded,No action
7479,Citizen complaint,Exonerated,No action
7480,Citizen complaint,Exonerated,No action
7481,Citizen complaint,Exonerated,No action
7482,Citizen complaint,Unfounded,No action
7483,Citizen complaint,Not Sustained,No action
7484,Citizen complaint,Not Sustained,No action
7485,Citizen complaint,Not Sustained,No action
7486,Citizen complaint,Not Sustained,No action
7487,Citizen complaint,Unfounded,No action
7488,Citizen complaint,Exonerated,No action
7489,Citizen complaint,Unfounded,No action
7490,Citizen complaint,Exonerated,No action
7491,Citizen complaint,Not Sustained,No action
7492,Citizen complaint,Not Sustained,No action
7493,Citizen complaint,Not Sustained,No action
7496,Citizen complaint,Unfounded,No action
7497,Citizen complaint,Unfounded,No action
7498,Citizen complaint,Unfounded,No action
7499,Citizen complaint,Sustained,No action
7500,Citizen complaint,Unfounded,No action
7501,Citizen complaint,Unfounded,No action
7502,Citizen complaint,Not Sustained,No action
7503,Citizen complaint,Unfounded,No action
7504,Citizen complaint,Unfounded,No action
7505,Citizen complaint,Unfounded,No action
7506,Citizen complaint,Unfounded,No action
7508,Citizen complaint,Unfounded,No action
7509,Citizen complaint,Unfounded,No action
7510,Citizen complaint,Unfounded,No action
7511,Citizen complaint,Unfounded,No action
7512,Citizen complaint,Unfounded,No action
7513,Citizen complaint,Sustained,Oral Reprimand
7514,Citizen complaint,Sustained,No action
7515,Citizen complaint,Not Sustained,No action
7516,Citizen complaint,Not Sustained,No action
7517,Citizen complaint,Not Sustained,No action
7518,Citizen complaint,Not Sustained,No action
7519,Citizen complaint,Sustained,Settlement Agreement
7520,Citizen complaint,Exonerated,No action
7521,Citizen complaint,Sustained,No action
7522,Citizen complaint,Not Sustained,No action
7523,Citizen complaint,Sustained,No action
7524,Citizen complaint,Not Sustained,No action
7525,Citizen complaint,Sustained,No action
7526,Citizen complaint,Sustained,No action
7527,Citizen complaint,Not Sustained,No action
7528,Citizen complaint,Not Sustained,No action
7529,Citizen complaint,Exonerated,No action
7530,Citizen complaint,Unfounded,No action
7531,Citizen complaint,Exonerated,No action
7532,Citizen complaint,Exonerated,No action
7533,Citizen complaint,Exonerated,No action
7534,Citizen complaint,Not Sustained,No action
7535,Citizen complaint,Unfounded,No action
7536,Citizen complaint,Exonerated,No action
7539,Citizen complaint,Not Sustained,No action
7540,Citizen complaint,Sustained,No action
7541,Citizen complaint,Not Sustained,No action
7543,Citizen complaint,Not Sustained,No action
7544,Citizen complaint,Not Sustained,No action
7545,Citizen complaint,Not Sustained,No action
7546,Citizen complaint,Not Sustained,No action
7547,Citizen complaint,Not Sustained,No action
7548,Citizen complaint,Unfounded,No action
7549,Citizen complaint,Not Sustained,No action
7550,Citizen complaint,Sustained,No action
7551,Citizen complaint,Not Sustained,No action
7552,Citizen complaint,Unfounded,No action
7553,Citizen complaint,Not Sustained,No action
7554,Citizen complaint,Exonerated,No action
7555,Citizen complaint,Not Sustained,No action
7556,Citizen complaint,Exonerated,No action
7557,Citizen complaint,Not Sustained,No action
7558,Citizen complaint,Exonerated,No action
7560,Citizen complaint,Not Sustained,No action
7562,Citizen complaint,Exonerated,No action
7563,Citizen complaint,Unfounded,No action
7564,Citizen complaint,Unfounded,No action
7565,Citizen complaint,Not Sustained,No action
7569,Citizen complaint,Not Sustained,No action
7573,Citizen complaint,Not Sustained,No action
7574,Citizen complaint,Not Sustained,No action
7575,Citizen complaint,Exonerated,No action
7576,Citizen complaint,Exonerated,No action
7577,Citizen complaint,Exonerated,No action
7578,Citizen complaint,Unfounded,No action
7579,Citizen complaint,Exonerated,No action
7580,Citizen complaint,Unfounded,No action
7581,Citizen complaint,Not Sustained,No action
7582,Citizen complaint,Not Sustained,No action
7583,Citizen complaint,Unfounded,No action
7584,Citizen complaint,Not Sustained,No action
7585,Citizen complaint,Unfounded,No action
7586,Citizen complaint,Not Sustained,No action
7587,Citizen complaint,Exonerated,No action
7588,Citizen complaint,Exonerated,No action
7589,Citizen complaint,Exonerated,No action
7590,Citizen complaint,Sustained,Suspension
7591,Citizen complaint,Sustained,No action
7592,Citizen complaint,Sustained,No action
7593,Citizen complaint,Exonerated,Oral Reprimand
7594,Citizen complaint,Not Sustained,No action
7595,Citizen complaint,Sustained,No action
7596,Citizen complaint,Not Sustained,No action
7597,Citizen complaint,Not Sustained,No action
7598,Citizen complaint,Unfounded,No action
7599,Citizen complaint,Not Sustained,No action
7601,Citizen complaint,Exonerated,No action
7602,Citizen complaint,Not Sustained,No action
7603,Citizen complaint,Not Sustained,No action
7605,Citizen complaint,Unfounded,No action
7606,Citizen complaint,Exonerated,No action
7611,Citizen complaint,Not Sustained,No action
7612,Citizen complaint,Unfounded,No action
7613,Citizen complaint,Not Sustained,Suspension
7614,Citizen complaint,Sustained,No action
7615,Citizen complaint,Sustained,No action
7616,Citizen complaint,Not Sustained,No action
7617,Citizen complaint,Not Sustained,No action
7618,Citizen complaint,Exonerated,No action
7619,Citizen complaint,Exonerated,No action
7620,Citizen complaint,Exonerated,No action
7621,Citizen complaint,Exonerated,No action
7622,Citizen complaint,Exonerated,No action
7623,Citizen complaint,Exonerated,No action
7624,Citizen complaint,Not Sustained,No action
7625,Citizen complaint,Exonerated,No action
7626,Citizen complaint,Unfounded,No action
7627,Citizen complaint,Not Sustained,No action
7628,Citizen complaint,Unfounded,No action
